
pl_name,pl_orbsmax,pl_rade,st_rad,sy_dist
HD 103774 b,0.070000,13.300,1.58,56.4089000
HD 103891 b,3.270000,13.200,2.22,55.5213000
HD 103949 b,0.439000,3.350,0.75,26.4997000
HD 104067 b,0.267400,9.200,0.78,20.3632000
HD 104067 c,0.105800,3.690,0.78,20.3632000
HD 10442 b,2.010000,13.600,1.97,135.3740000
HD 104985 b,0.715000,12.800,11.12,100.5760000
HD 105618 b,0.091000,5.440,1.27,70.0837000
HD 105618 c,35.731000,11.900,1.27,70.0837000
HD 105779 b,3.380000,14.100,0.94,55.2411000
HD 106252 b,2.610000,12.500,1.10,38.1850000
HD 106270 b,3.340000,12.400,2.66,93.8080000
HD 106315 b,0.090700,2.440,1.30,109.3530000
HD 106315 c,0.153600,4.350,1.30,109.3530000
HD 10647 b,2.015000,13.800,1.10,17.3357000
HD 106515 A b,4.491000,12.500,0.91,34.0915000
HD 106906 b,650.000000,12.400,2.12,103.0290000
HD 10697 b,2.051000,12.800,1.86,33.1205000
HD 107148 b,0.269000,9.600,1.17,49.4156000
HD 107148 c,0.140700,4.700,1.17,49.4156000
HD 108147 b,0.102000,10.900,1.21,38.9200000
HD 108202 b,3.700000,13.100,0.66,38.6846000
HD 108236 b,0.045270,1.615,0.88,64.5978000
HD 108236 c,0.062000,2.071,0.88,64.5978000
HD 108236 d,0.107400,2.539,0.88,64.5978000
HD 108236 e,0.136700,3.083,0.88,64.5978000
HD 108236 f,0.175800,2.017,0.88,64.5978000
HD 108341 b,2.000000,13.300,0.79,48.9102000
HD 108863 b,1.320000,13.300,5.74,164.7420000
HD 108874 b,1.040000,13.600,1.05,59.5175000
HD 108874 c,2.659000,13.800,1.09,59.5175000
HD 109246 b,0.330000,13.900,1.07,67.8349000
HD 109271 b,0.079000,4.310,1.29,55.8716000
HD 109271 c,0.196000,5.270,1.29,55.8716000
HD 109286 b,1.259000,13.200,1.09,55.4156000
HD 109749 b,0.061500,11.100,1.22,63.0821000
HD 10975 b,0.950000,14.300,11.16,116.5060000
HD 109833 b,,2.888,1.00,79.5561000
HD 109833 c,,2.590,1.00,79.5561000
HD 109988 b,12.518000,12.100,0.87,42.5279000
HD 110014 b,2.140000,12.400,20.90,100.7580000
HD 110067 b,0.079300,2.200,0.79,32.1585000
HD 110067 c,0.103900,2.388,0.79,32.1585000
HD 110067 d,0.136200,2.852,0.79,32.1585000
HD 110067 e,0.178500,1.940,0.79,32.1585000
HD 110067 f,0.216300,2.601,0.79,32.1585000
HD 110067 g,0.262100,2.607,0.79,32.1585000
HD 110082 b,0.113000,3.200,1.19,105.0960000
HD 110113 b,0.035000,2.050,0.97,106.3070000
HD 110113 c,0.068000,2.114,0.97,106.3070000
HD 110537 b,16.714000,11.900,1.17,45.0858000
HD 11112 b,13.380000,12.600,1.47,44.3804000
HD 111232 b,2.148000,12.600,0.90,28.9571000
HD 111232 c,17.250000,12.200,0.90,28.9571000
HD 111591 b,2.500000,12.900,8.03,114.1660000
HD 111998 b,1.910000,12.900,1.45,33.2237000
HD 112300 b,1.330000,12.200,65.80,62.0732400
HD 112570 b,3.900000,13.100,9.85,101.1660000
HD 112640 b,1.700000,12.900,39.00,323.3350000
HD 113337 b,1.022000,13.100,1.50,36.1800000
HD 113337 c,6.805000,12.100,1.53,36.1800000
HD 11343 c,0.923000,13.900,6.78,155.1210000
HD 113538 b,1.240000,13.200,0.53,16.2817000
HD 113538 c,2.440000,13.800,0.53,16.2817000
HD 113996 b,1.600000,12.700,25.11,116.3340000
HD 114082 b,0.510900,11.209,1.49,95.3906000
HD 114386 b,1.730000,13.700,0.76,27.9243000
HD 114729 b,2.067000,13.900,1.47,37.8063000
HD 114783 b,1.160000,13.700,0.84,21.0628000
HD 114783 c,5.000000,13.400,0.84,21.0628000
HD 11505 b,20.247000,12.600,1.20,38.9679000
HD 11506 b,2.800000,12.900,1.24,51.2610000
HD 11506 c,0.750000,13.400,1.34,51.2610000
HD 11506 d,12.235000,12.600,1.24,51.2610000
HD 115404 A b,0.088000,6.090,0.73,10.9816000
HD 115404 A c,11.364000,12.500,0.73,10.9816000
HD 115954 b,5.000000,12.600,1.21,87.6437000
HD 116029 b,1.650000,13.600,4.89,123.2450000
HD 116029 c,,13.700,4.60,123.2450000
HD 117207 b,3.787000,13.400,1.07,32.3547000
HD 11755 b,1.090000,12.800,20.58,235.0450000
HD 117618 b,0.180000,8.590,1.20,37.7781000
HD 118203 b,0.070100,12.554,2.03,92.2589000
HD 118203 c,6.200000,12.400,2.03,92.2589000
HD 11964 b,3.160000,14.100,2.01,33.5369000
HD 11964 c,0.229000,5.380,2.01,33.5369000
HD 11977 b,1.930000,12.700,10.09,67.9331000
HD 120084 b,4.210000,12.700,10.37,103.0440000
HD 121504 b,0.330000,13.600,1.07,41.6592000
HD 12235 b,0.054000,3.230,1.80,31.7627000
HD 12235 c,22.210000,12.500,1.80,31.7627000
HD 122562 c,0.406000,10.100,2.17,53.2528000
HD 124330 b,0.860000,14.000,1.30,60.1977000
HD 12484 b,0.297000,13.200,1.00,48.3367000
HD 125271 b,10.817000,12.400,0.75,39.3466000
HD 125390 b,3.496000,11.900,6.47,153.6470000
HD 125595 b,0.080000,2.400,0.74,28.1989000
HD 125612 b,1.349000,13.200,1.07,57.6207000
HD 125612 c,0.051000,4.070,1.05,57.6207000
HD 125612 d,3.982000,12.700,1.05,57.6207000
HD 12648 b,0.540000,13.400,11.02,182.1920000
HD 126525 b,1.837000,10.300,0.98,37.6506000
HD 12661 b,0.840000,13.300,1.20,37.8478000
HD 12661 c,2.814500,13.400,1.11,37.8478000
HD 126614 b,2.249000,12.700,1.37,73.0961000
HD 127506 b,0.287000,5.670,0.74,22.5279000
HD 128311 b,1.084000,13.500,0.76,16.3292000
HD 128311 c,1.740000,13.000,0.76,16.3292000
HD 128356 b,0.870000,13.900,0.85,26.1548000
HD 129445 b,2.900000,13.300,1.18,67.4386000
HD 130322 b,0.092500,13.700,0.85,31.8766000
HD 131496 b,2.010000,13.400,4.44,131.8490000
HD 13167 b,4.100000,13.100,2.39,148.9340000
HD 13189 b,1.250000,12.400,38.41,497.8230000
HD 132406 b,1.980000,12.800,1.34,70.7832000
HD 132563 b,2.620000,13.600,1.30,105.1550000
HD 133131 A b,1.440000,13.600,0.96,51.4736000
HD 133131 A c,4.490000,14.300,0.96,51.4736000
HD 133131 B b,6.150000,13.300,0.99,51.2993000
HD 134060 b,0.044400,3.160,1.16,24.0125000
HD 134060 c,2.392800,5.910,1.16,24.0125000
HD 134606 b,0.104600,2.970,1.16,26.7909000
HD 134606 c,0.300700,3.370,1.16,26.7909000
HD 134606 d,1.941000,7.590,1.16,26.7909000
HD 134606 e,0.052700,1.330,1.16,26.7909000
HD 134606 f,0.178400,2.240,1.16,26.7909000
HD 134987 b,0.810000,13.500,1.22,26.1804000
HD 134987 c,5.800000,13.900,1.25,26.1804000
HD 135625 b,5.400000,13.300,1.36,56.5180000
HD 135694 b,0.120000,2.532,1.07,73.8713000
HD 135872 b,4.172000,12.800,3.93,82.4251000
HD 136118 b,2.327000,12.300,1.68,51.4359000
HD 136352 b,0.096400,1.664,1.06,14.6820000
HD 136352 c,0.172100,2.916,1.06,14.6820000
HD 136352 d,0.425000,2.562,1.06,14.6820000
HD 136418 b,1.290000,13.300,3.78,105.1680000
HD 136925 b,5.130000,13.900,1.19,47.8740000
HD 13724 c,0.534000,8.180,1.04,43.4650000
HD 137388 b,0.890000,9.320,0.88,40.4841000
HD 137496 b,0.027320,1.310,1.59,155.3170000
HD 137496 c,1.216300,12.600,1.59,155.3170000
HD 13808 b,0.105190,3.350,0.78,28.2305000
HD 13808 c,0.255400,3.130,0.78,28.2305000
HD 13908 b,0.154000,13.900,1.67,79.5515000
HD 13908 c,2.030000,12.800,1.67,79.5515000
HD 13931 b,5.150000,13.200,1.25,47.3963000
HD 139357 b,2.949000,12.100,11.47,112.0900000
HD 1397 b,0.109700,11.500,2.34,79.5702000
HD 14067 b,5.150000,12.200,12.40,142.0240000
HD 140901 b,0.085000,4.070,0.95,15.2528000
HD 140901 c,11.800000,13.400,0.95,15.2528000
HD 141004 b,0.123800,3.770,1.39,11.8148000
HD 141399 b,0.415000,14.300,1.39,37.0169000
HD 141399 c,0.689000,13.600,1.39,37.0169000
HD 141399 d,2.090000,13.700,1.39,37.0169000
HD 141399 e,5.000000,14.100,1.39,37.0169000
HD 141937 b,1.500000,12.500,1.03,33.3622000
HD 142 A d,0.474000,10.900,1.41,26.1853000
HD 142 b,1.039000,12.700,1.47,26.1853000
HD 142 c,9.811000,12.400,1.47,26.1853000
HD 142022 A b,2.930000,12.900,1.04,34.2802000
HD 142245 b,2.780000,13.100,4.63,97.2305000
HD 142415 b,1.060000,13.500,1.04,35.5318000
HD 143105 b,0.037900,13.700,1.65,46.7789000
HD 143361 b,1.988000,12.900,0.92,68.5146000
HD 144899 b,0.242000,4.770,1.65,115.6650000
HD 145377 b,0.450000,12.800,1.05,53.4884000
HD 145457 b,0.762000,13.200,9.90,135.2920000
HD 145675 c,11.924000,12.900,1.00,17.9323000
HD 145934 b,4.890000,13.400,6.93,227.8810000
HD 1461 b,0.063400,2.420,1.15,23.4534000
HD 1461 c,0.111700,2.230,1.15,23.4534000
HD 147018 b,0.238800,13.400,0.94,40.4256000
HD 147018 c,1.922000,12.700,0.94,40.4256000
HD 147379 b,0.319300,4.940,0.63,10.7643000
HD 147513 b,1.320000,13.700,0.98,12.9032000
HD 14787 b,1.700000,13.700,5.01,119.1370000
HD 147873 b,0.522000,12.800,2.29,109.0550000
HD 147873 c,1.360000,13.300,2.29,109.0550000
HD 148156 b,2.450000,13.900,1.21,57.1289000
HD 148164 b,0.993000,13.700,1.34,77.1971000
HD 148164 c,6.150000,12.800,1.34,77.1971000
HD 148427 b,1.040000,13.600,3.86,71.3499000
HD 149026 b,0.043640,8.295,1.41,75.8643000
HD 149143 b,0.053000,13.600,1.44,73.2801000
HD 149806 b,12.404000,12.300,0.89,20.2727000
HD 150010 b,1.400000,13.300,16.20,144.4900000
HD 1502 b,1.262000,13.200,4.67,190.9530000
HD 150706 b,6.700000,13.300,0.96,28.2697000
HD 151450 b,0.160000,6.940,1.17,43.6002000
HD 151450 c,14.131000,12.800,1.17,43.6002000
HD 152079 b,4.187000,13.200,1.13,87.8888000
HD 152581 b,1.660000,13.400,5.14,165.7600000
HD 152843 b,0.105300,3.410,1.43,107.8980000
HD 152843 c,,5.830,1.43,107.8980000
HD 15337 b,0.052200,1.640,0.86,44.8155000
HD 15337 c,0.126800,2.390,0.86,44.8155000
HD 153557 b,0.068000,4.770,0.75,17.9412000
HD 153557 c,0.111000,4.360,0.75,17.9412000
HD 153557 d,21.449000,11.900,0.75,17.9412000
HD 153950 b,1.280000,13.200,1.28,48.4549000
HD 154088 b,0.134000,2.460,0.95,18.2692000
HD 154345 b,4.210000,13.700,0.85,18.2840000
HD 154391 b,7.460000,12.500,8.56,100.9470000
HD 154672 b,0.600000,12.800,1.32,63.0484000
HD 154857 b,1.290000,13.300,2.30,63.4482000
HD 154857 c,5.360000,13.200,1.76,63.4482000
HD 155193 b,1.040000,14.000,1.76,57.7995000
HD 155358 b,0.630000,13.800,1.38,43.6197000
HD 155358 c,1.020000,13.900,1.38,43.6197000
HD 155918 b,0.030000,2.670,1.02,27.5610000
HD 155918 c,13.183000,12.800,1.02,27.5610000
HD 156098 b,0.167000,4.120,2.76,48.2490000
HD 156098 c,8.415000,12.800,2.76,48.2490000
HD 156279 b,0.502000,12.500,0.95,36.1945000
HD 156279 c,5.486000,12.500,0.97,36.1945000
HD 156411 b,1.880000,14.000,2.16,56.8655000
HD 156668 b,0.050000,1.870,0.72,24.3323000
HD 156668 c,1.570000,6.170,0.77,24.3323000
HD 156846 b,1.120000,12.400,1.90,47.7332000
HD 158038 b,1.500000,13.500,4.50,94.8625000
HD 158259 b,,1.282,1.21,27.0498000
HD 158259 c,,2.230,1.21,27.0498000
HD 158259 d,,2.180,1.21,27.0498000
HD 158259 e,,2.340,1.21,27.0498000
HD 158259 f,,2.350,1.21,27.0498000
HD 158996 b,2.100000,12.300,50.30,283.6590000
HD 15906 b,0.090000,2.240,0.76,45.5621000
HD 15906 c,0.141000,2.930,0.76,45.5621000
HD 159243 b,0.110000,13.700,1.12,73.3055000
HD 159243 c,0.800000,13.400,1.12,73.3055000
HD 159868 b,2.320000,13.300,2.13,55.8503000
HD 159868 c,1.032000,14.000,2.13,55.8503000
HD 1605 b,1.492000,13.800,3.49,88.8047000
HD 1605 c,3.584000,13.000,3.49,88.8047000
HD 160691 b,1.500000,,1.33,15.5981000
HD 160691 c,4.170000,,1.33,15.5981000
HD 160691 d,0.092860,3.170,1.33,15.5981000
HD 160691 e,0.934000,,1.33,15.5981000
HD 161178 b,0.850000,14.100,10.95,107.1880000
HD 16141 b,0.360000,10.900,1.48,37.7861000
HD 16175 b,2.120000,12.800,1.72,59.8590000
HD 162020 b,0.080000,12.500,0.75,30.8248000
HD 163607 b,0.362000,13.900,1.76,67.7855000
HD 163607 c,2.390000,13.300,1.76,67.7855000
HD 16417 b,0.140000,5.000,1.64,25.3936000
HD 164509 b,0.870000,14.300,1.11,53.1119000
HD 164595 b,0.230000,4.160,1.02,28.2540000
HD 164604 b,1.331000,12.300,0.77,39.3633000
HD 164922 b,2.160000,13.300,0.95,22.0016000
HD 164922 c,0.341000,3.660,0.95,22.0016000
HD 164922 d,0.103000,1.830,0.95,22.0016000
HD 164922 e,0.229200,3.230,1.00,22.0016000
HD 165131 b,3.540000,12.100,1.06,57.4263000
HD 165155 b,1.130000,13.200,0.95,63.3574000
HD 1666 b,0.940000,12.700,1.93,117.9080000
HD 166724 b,5.420000,13.000,0.80,45.1342000
HD 167042 b,1.220000,13.600,4.63,49.6633000
HD 167677 b,2.877000,13.200,0.95,54.3258000
HD 167768 b,0.151200,13.900,9.70,107.2140000
HD 168009 b,0.119200,3.050,1.21,23.3032000
HD 168443 b,0.292000,12.600,1.71,39.6245000
HD 168443 c,2.842000,12.200,1.71,39.6245000
HD 168746 b,0.070000,11.100,1.09,41.5681000
HD 168863 b,10.961000,12.700,0.78,39.8979000
HD 1690 b,1.360000,12.500,21.66,752.6150000
HD 16905 b,8.800000,12.400,0.77,39.7401000
HD 169142 b,37.200000,13.100,1.54,113.6000000
HD 169830 b,0.765000,13.200,1.94,37.6048000
HD 169830 c,3.075000,12.600,1.94,37.6048000
HD 170469 b,2.240000,14.100,1.24,60.1780000
HD 17092 b,1.310000,12.500,13.58,228.4220000
HD 171028 b,1.320000,13.200,2.47,111.6590000
HD 171238 b,2.570000,12.500,1.01,44.8113000
HD 17156 b,0.162780,12.330,1.55,78.0863000
HD 173416 b,1.158000,13.400,13.50,132.1840000
HD 174205 b,1.700000,13.000,26.60,234.0270000
HD 175167 b,2.400000,12.300,1.75,71.0863000
HD 175541 b,0.975000,14.100,4.19,129.6030000
HD 175607 b,,2.940,0.70,40.3303000
HD 17674 b,1.420000,13.900,1.18,44.4264000
HD 176986 b,0.062960,2.260,0.78,27.7843000
HD 176986 c,0.118780,2.980,0.78,27.7843000
HD 177565 b,0.246000,4.000,0.97,16.9179000
HD 177830 b,1.140000,13.500,3.26,62.7674000
HD 177830 c,0.513700,7.870,2.62,62.7674000
HD 178911 B b,0.340000,12.600,1.08,40.9727000
HD 179079 b,0.121400,5.480,1.63,69.7116000
HD 179949 b,0.044300,13.900,1.27,27.4573000
HD 180053 b,0.843000,13.300,4.06,137.0430000
HD 18015 b,3.870000,13.100,3.13,123.8010000
HD 180314 b,1.448000,12.000,9.20,122.3620000
HD 180617 b,0.343000,3.530,0.48,5.9105900
HD 180902 b,1.400000,13.500,4.16,104.5770000
HD 181234 b,7.427000,12.500,1.06,47.7458000
HD 181342 b,1.592000,13.200,4.71,120.3910000
HD 18143 b,0.088000,3.280,0.87,22.5243000
HD 18143 c,17.530000,12.500,0.87,22.5243000
HD 181433 b,0.080000,2.400,0.79,26.8762000
HD 181433 c,1.760000,14.100,0.81,26.8762000
HD 181433 d,3.000000,14.200,0.81,26.8762000
HD 181720 b,1.850000,14.000,1.50,60.2046000
HD 183263 b,1.460000,13.100,1.23,54.1955000
HD 183263 c,5.585000,12.500,1.29,54.1955000
HD 183579 b,0.132200,3.490,0.96,57.2651000
HD 184010 b,0.940000,12.100,4.86,60.7993000
HD 184010 c,1.334000,11.800,4.86,60.7993000
HD 184010 d,1.920000,14.300,4.86,60.7993000
HD 18438 b,2.100000,12.100,88.48,224.1460000
HD 185269 b,0.077000,13.800,2.00,51.9917000
HD 185283 b,4.600000,13.600,0.74,31.3950000
HD 18599 b,0.048000,2.600,0.77,38.5653000
HD 187085 b,2.100000,13.900,1.27,45.8993000
HD 187123 b,0.042600,14.200,1.15,45.9548000
HD 187123 c,4.890000,13.400,1.15,45.9548000
HD 18742 b,1.820000,13.100,5.13,162.6850000
HD 188015 b,1.203000,13.600,1.13,50.6706000
HD 188641 b,12.027000,11.900,1.94,64.3399000
HD 189567 b,0.111000,2.850,1.04,17.9055000
HD 189567 c,0.197000,2.540,1.04,17.9055000
HD 189733 b,0.031260,12.666,0.75,19.7638000
HD 190007 b,0.092000,4.060,0.79,12.7141000
HD 190228 b,2.406000,12.900,2.59,62.7146000
HD 190360 b,3.900000,13.400,1.14,16.0069000
HD 190360 c,0.130400,4.590,1.17,16.0069000
HD 190647 b,2.231000,13.400,1.38,54.4738000
HD 190984 b,5.500000,13.000,1.53,148.1870000
HD 191806 b,2.749000,12.500,1.40,65.6668000
HD 191939 b,0.080400,3.410,0.94,53.6089000
HD 191939 c,0.175200,3.195,0.94,53.6089000
HD 191939 d,0.213200,2.995,0.94,53.6089000
HD 191939 e,0.407000,13.000,0.94,53.6089000
HD 191939 f,3.200000,13.400,0.94,53.6089000
HD 191939 g,0.812000,3.740,0.94,53.6089000
HD 192263 b,0.150000,14.200,0.74,19.6359000
HD 192310 b,0.320000,4.270,0.86,8.7968700
HD 192310 c,1.180000,5.250,0.81,8.7968700
HD 192699 b,1.063000,13.400,4.41,71.8627000
HD 194490 b,11.116000,12.400,1.15,80.2349000
HD 195019 b,0.140000,13.000,1.48,37.6681000
HD 196050 b,2.650000,12.900,1.42,50.6742000
HD 196067 b,5.020000,12.300,1.73,39.9346000
HD 19615 b,1.100000,12.600,32.30,265.1550000
HD 196885 A b,2.370000,13.200,1.31,34.1692000
HD 197037 b,2.070000,13.900,1.10,33.1944000
HD 199509 b,0.426000,7.430,0.92,24.3056000
HD 19994 b,1.305000,13.600,1.80,22.5242000
HD 20003 b,0.097400,3.430,0.92,41.8316000
HD 20003 c,0.196400,3.890,0.92,41.8316000
HD 200964 b,1.565000,13.500,4.92,72.5922000
HD 200964 c,1.960000,13.700,4.92,72.5922000
HD 202206 c,2.410000,12.200,1.04,45.9665000
HD 202696 b,1.566000,,6.43,188.5460000
HD 202696 c,2.342000,,6.43,188.5460000
HD 202772 A b,0.052080,17.318,2.59,161.4980000
HD 203030 b,487.100000,14.460,0.86,39.2503000
HD 20329 b,0.018000,1.720,1.13,63.6796000
HD 203387 b,1.771000,13.100,10.59,61.7477000
HD 203387 c,5.067000,12.600,10.59,61.7477000
HD 2039 b,2.200000,12.700,1.19,85.6922000
HD 204313 b,3.185000,12.900,1.10,47.7945000
HD 204313 c,0.211000,4.310,1.13,47.7945000
HD 204313 e,7.457000,12.200,1.13,47.7945000
HD 204941 b,2.550000,10.100,0.78,28.7165000
HD 205158 b,0.177000,13.900,1.88,86.6159000
HD 205739 b,0.896000,13.600,1.33,92.5087000
HD 206255 b,0.461000,6.470,2.22,75.2363000
HD 206610 b,1.740000,13.400,6.12,147.1920000
HD 206893 b,9.600000,14.011,1.31,40.7583000
HD 206893 c,3.530000,16.365,1.31,40.7583000
HD 207496 b,0.062900,2.250,0.77,23.6060000
HD 20781 b,0.052900,1.210,0.83,35.9715000
HD 20781 c,0.100400,2.170,0.83,35.9715000
HD 20781 d,0.164700,3.250,0.83,35.9715000
HD 20781 e,0.337400,3.830,0.83,35.9715000
HD 20782 b,1.364900,13.600,1.13,35.9864000
HD 207832 b,0.586000,14.200,0.89,58.9291000
HD 207832 c,2.112000,14.000,0.90,58.9291000
HD 207897 b,0.117000,2.343,0.78,28.2938000
HD 20794 b,0.120700,1.450,0.92,6.0027800
HD 20794 c,0.203600,1.350,0.92,6.0027800
HD 20794 d,0.349900,2.040,0.92,6.0027800
HD 20794 e,0.509000,2.030,0.92,6.0027800
HD 208487 b,0.524000,14.200,1.20,45.1470000
HD 208527 b,2.100000,12.500,51.10,312.2020000
HD 20868 b,0.950000,13.700,0.76,47.7223000
HD 208897 b,1.063000,13.700,4.98,67.4872000
HD 209458 b,0.047070,15.581,1.19,48.3016000
HD 210193 b,1.487000,14.300,1.06,42.2029000
HD 210277 b,1.130000,13.600,1.07,21.2985000
HD 210702 b,1.079000,13.600,4.54,54.1963000
HD 211403 b,0.768000,12.800,1.21,83.0919000
HD 211810 b,2.656000,14.000,1.13,64.6353000
HD 211970 b,0.143000,3.660,0.57,13.1277000
HD 212301 b,0.030000,14.200,1.16,54.2304000
HD 212771 b,1.190000,13.300,5.27,111.1550000
HD 213240 b,1.890000,12.800,1.51,40.8707000
HD 213472 b,13.000000,13.100,1.43,64.4527000
HD 213519 b,0.099000,2.990,1.08,41.0014000
HD 213885 b,0.020120,1.745,1.10,48.0883000
HD 213885 c,0.056798,4.710,1.10,48.0883000
HD 21411 b,0.362000,9.520,0.83,29.1328000
HD 214823 b,3.080000,12.100,2.04,101.3680000
HD 215152 b,0.057638,1.190,0.73,21.5974000
HD 215152 c,0.067393,1.170,0.73,21.5974000
HD 215152 d,0.087990,1.480,0.73,21.5974000
HD 215152 e,0.154170,1.510,0.73,21.5974000
HD 21520 b,0.172600,2.697,1.04,79.2080000
HD 215497 b,0.050000,2.400,0.85,40.5468000
HD 215497 c,1.310000,13.000,0.90,40.5468000
HD 216435 b,2.560000,13.700,1.80,32.9834000
HD 216437 b,2.570000,13.000,1.39,26.6902000
HD 216520 b,0.198000,3.180,0.76,19.5520000
HD 216520 c,0.528000,3.030,0.76,19.5520000
HD 216536 b,0.610000,13.800,9.83,376.2330000
HD 216770 b,0.460000,14.100,0.93,36.6625000
HD 21693 b,0.145500,2.800,0.91,33.2550000
HD 21693 c,0.258600,4.340,0.91,33.2550000
HD 217107 b,0.080000,13.600,1.11,20.0619000
HD 217107 c,5.320000,13.200,1.20,20.0619000
HD 21749 c,0.069500,0.892,0.70,16.3200000
HD 217786 b,2.446000,12.300,1.27,55.4847000
HD 217786 c,0.038000,2.610,1.34,55.4847000
HD 217958 b,3.758000,14.200,1.33,61.7957000
HD 218566 b,0.690000,9.320,0.85,28.8274000
HD 219077 b,5.935000,12.500,1.91,29.1864000
HD 219134 b,0.038760,1.602,0.78,6.5312700
HD 219134 c,0.065300,1.511,0.78,6.5312700
HD 219134 d,0.237000,1.610,0.78,6.5312700
HD 219134 f,0.146300,1.310,0.78,6.5312700
HD 219134 g,0.375300,3.280,0.77,6.5312700
HD 219134 h,3.110000,12.700,0.77,6.5312700
HD 219139 b,0.940000,14.000,11.22,104.9350000
HD 219415 b,3.200000,13.800,2.90,165.1840000
HD 219666 b,0.104000,4.240,1.03,94.1719000
HD 219828 b,0.049000,4.590,1.56,73.1140000
HD 219828 c,5.657000,12.200,1.61,73.1140000
HD 220074 b,1.600000,12.200,54.92,324.5400000
HD 220197 b,2.729000,9.320,0.98,64.4110000
HD 220689 b,3.396000,13.700,1.07,46.8778000
HD 220773 b,4.940000,13.600,1.68,50.5103000
HD 220842 b,0.740000,13.100,1.42,64.6498000
HD 221287 b,1.250000,13.100,1.14,55.9231000
HD 221416 b,0.122800,9.170,2.94,95.5483000
HD 221420 b,10.100000,12.000,1.95,31.1415000
HD 221585 b,2.306000,13.500,1.85,55.8535000
HD 222076 b,1.830000,13.500,4.10,91.1538000
HD 222155 b,5.140000,13.400,1.85,50.6078000
HD 222237 b,10.800000,12.800,0.71,11.4469000
HD 222582 b,1.340000,12.600,1.13,42.1586000
HD 224538 b,2.375000,12.700,1.54,79.0608000
HD 224693 b,0.191000,14.000,1.93,93.5015000
HD 22496 b,0.051000,2.220,0.67,13.5956000
HD 22532 b,1.900000,13.400,5.69,161.1830000
HD 22781 b,1.167000,12.300,0.74,32.6034000
HD 22946 d,0.295800,2.607,1.12,62.7792000
HD 23079 b,1.600000,13.200,1.07,33.4591000
HD 23127 b,2.370000,13.500,1.49,93.8555000
HD 231701 b,0.567000,13.700,1.53,108.8770000
HD 233604 b,0.747000,12.700,10.90,847.0580000
HD 233832 b,2.827000,13.500,0.68,58.7420000
HD 23472 b,0.116200,2.000,0.71,39.0341000
HD 23472 c,0.164600,1.870,0.71,39.0341000
HD 23472 d,0.042980,0.750,0.71,39.0341000
HD 23472 e,0.068000,0.818,0.71,39.0341000
HD 23472 f,0.090600,1.137,0.71,39.0341000
HD 235088 b,0.071000,2.075,0.80,41.1706000
HD 23596 b,2.694000,12.400,1.53,52.0018000
HD 238090 b,0.093200,2.520,0.57,15.2354000
HD 238914 b,5.700000,12.800,12.73,519.4520000
HD 240210 b,1.160000,12.800,25.46,372.4050000
HD 240237 b,1.920000,12.200,71.23,933.3770000
HD 24040 b,4.920000,13.000,1.30,46.6224000
HD 24040 c,1.300000,9.350,1.39,46.6224000
HD 24064 b,1.290000,12.300,40.00,300.2470000
HD 24085 b,0.034000,3.460,1.41,54.9004000
HD 25015 b,6.248000,12.500,0.83,37.4330000
HD 25171 b,2.971000,13.900,1.23,55.6146000
HD 25463 b,0.076000,2.545,1.42,45.6181000
HD 25463 c,0.044300,1.364,1.42,45.6181000
HD 25723 b,1.490000,13.300,13.76,114.8160000
HD 25912 b,0.242000,6.900,1.00,49.1661000
HD 25912 c,17.848000,12.200,1.00,49.1661000
HD 260655 b,0.029330,1.240,0.44,10.0055000
HD 260655 c,0.047490,1.533,0.44,10.0055000
HD 26161 b,10.087000,11.900,1.46,40.9128000
HD 2638 b,0.040000,14.300,0.94,54.9621000
HD 2685 b,0.056800,16.141,1.56,196.8520000
HD 27442 b,1.271000,13.500,3.18,18.2704000
HD 27631 b,3.242000,13.500,0.92,50.2862000
HD 27894 b,0.125000,14.100,0.89,43.8214000
HD 27894 c,0.198000,8.240,0.89,43.8214000
HD 27894 d,5.362000,12.700,0.89,43.8214000
HD 27969 b,1.552000,12.900,1.27,67.9328000
HD 28109 b,0.135700,2.199,1.45,139.6110000
HD 28109 c,0.308000,4.230,1.45,139.6110000
HD 28109 d,0.411000,3.250,1.45,139.6110000
HD 28185 b,1.035000,12.800,1.03,39.3809000
HD 28185 c,13.176000,12.100,1.03,39.3809000
HD 28192 b,0.118000,12.200,1.07,49.8063000
HD 28254 b,2.450000,13.000,1.48,55.2884000
HD 284149 AB b,431.160000,12.000,1.36,117.8070000
HD 285507 b,0.060000,13.800,0.69,45.0293000
HD 285968 b,0.066000,2.830,0.48,9.4704500
HD 28678 b,1.180000,13.500,6.48,189.9080000
HD 29021 b,2.280000,12.900,0.85,30.9939000
HD 290327 b,3.430000,13.300,0.95,56.4330000
HD 29399 b,1.913000,13.500,4.50,44.1518000
HD 2952 b,1.117000,13.900,10.90,110.1030000
HD 29985 b,13.390000,12.800,0.57,31.2707000
HD 30177 b,3.604000,12.600,1.02,55.5867000
HD 30177 c,10.258000,12.700,1.18,55.5867000
HD 30562 b,2.340000,13.600,1.61,26.1597000
HD 30669 b,2.690000,14.300,0.91,58.0844000
HD 30856 b,1.850000,13.500,4.40,131.1990000
HD 31253 b,1.260000,14.100,1.75,58.1438000
HD 31527 b,0.125400,3.220,1.07,38.4473000
HD 31527 c,0.266300,3.850,1.07,38.4473000
HD 31527 d,0.809800,3.460,1.07,38.4473000
